Brand;Fragrance;Tier;Gender;Top Notes;Middle Notes;Base Notes;Accords;Rating;Rating Count
Armaf;Nomad Pour Homme;Statement;men;Plum, Magnolia, Apple, Strawberry, Raspberry, Lime, Saffron, Bergamot, Ginger and Black Pepper;Iris, Magnolia, Jasmine, Lily-of-the-Valley and Geranium;Musk, Guaiac Wood, Labdanum, Gurjan balsam, Sandalwood, Honey, Myrrh, Patchouli, Amber, Leather, Vanilla, Cypriol Oil or Nagarmotha, Cedar and Vetiver;fruity, sweet, woody, musky, powdery;4.34;44.0
Armaf;Myst;Wildcard;women;Blackberry, Black Currant and Nutmeg;Rose, Peony, Lily, Ylang-Ylang and Pepper;Vanilla and Musk;fruity, floral, rose, fresh spicy, sweet;3.95;38.0
Armaf;Le Femme;Safe;women;Plum, Orange, Gardenia and Bergamot;Jasmine, Saffron, Lily-of-the-Valley and Rose;Vanilla, Woody Notes, Patchouli and White Musk;citrus, white floral, fruity, sweet, vanilla;4.07;329.0
Armaf;La Rosa;Statement;women;Pear, Black Currant, Pink Pepper and Bergamot;Orange Blossom, Tuberose, Jasmine, Mimosa and Ylang-Ylang;Hazelnut, Praline, Patchouli, Tonka Bean and Vetiver;sweet, woody, white floral, fruity, nutty;3.99;159.0
Armaf;El Cielo Pour Homme;Safe;men;Melon, Apple, Bergamot and Lemon;Lavender, Violet and Cypress;Vanilla, Amber, Musk and Cedar;powdery, fresh, citrus, vanilla, woody;4.06;333.0
Armaf;Private Key To My Success;Statement, Wildcard;unisex;Ginger, Bergamot and Red Chilli Pepper;Spices and Lavender;Akigalawood and Vetiver;warm spicy, woody, citrus, oud, aromatic;3.97;59.0
Armaf;Blue Homme;Safe, Statement, Wildcard;men;Bergamot, Grapefruit, Lemon, Neroli, Mandarin Orange and Lime;Rosemary, Lavender, Nutmeg and Jasmine;Oakmoss, Amber, Cedar, Patchouli, Vanilla and Musk;citrus, fresh spicy, aromatic, woody, white floral;4.08;260.0
Armaf;Caballo Pour Homme;Statement;men;Graperfuit, Lemon and Bergamot;Ginger, Violet and Ambrette (Musk Mallow);Ambroxan, Musk, Vetiver and Patchouli;citrus, musky, aromatic, amber, woody;4.34;59.0
Armaf;Oud;Safe, Statement, Wildcard;unisex;Spicy Notes, Caraway, Sage and Bergamot;Black Pepper, Cedar and Iris;Amber, Vanilla, Leather and Patchouli;amber, warm spicy, fresh spicy, woody, vanilla;4.17;551.0
Armaf;Derby Club House Ascot;Statement, Wildcard;men;Green Notes, Lemon and Bergamot;Nutmeg, Cloves, Sage and Cinnamon;Tobacco, Amber, Oakmoss, Cedar, Musk and Labdanum;amber, warm spicy, tobacco, woody, fresh spicy;4.0;107.0
Armaf;Peridot;Statement;unisex;Bitter Orange, Mandarin Orange, Petitgrain and Pink Pepper;Tuberose, Jasmine, Honeysuckle, Ylang-Ylang and Musk;Benzoin, Vanilla, Woodsy Notes and Patchouli;white floral, citrus, woody, tuberose, yellow floral;3.84;92.0
Armaf;Platinum;Statement, Wildcard;men;;Cedar and Patchouli;Amber, Myrrh and Labdanum;amber, woody, warm spicy, patchouli, balsamic;4.22;122.0
Armaf;De La Marque Rouge;Statement;women;Orange Blossom, Rhubarb and Pink Pepper;Tuberose, Peach, Jasmine and Ylang-Ylang;Vanilla, Amber and Tonka Bean;white floral, vanilla, sweet, amber, tuberose;4.12;26.0
Armaf;De La Marque Gold;Statement;women;Neroli, Pink Pepper and Bergamot;Iris, Orange Blossom, Rose and Jasmine;Musk, Labdanum and Vanilla;white floral, citrus, musky, powdery, rose;3.96;24.0
Armaf;De La Marque Brune;Statement;men;Lemon, Sea Notes, Black Pepper and Plum;Lavender, Cinnamon, Thyme, Iris and Clary Sage;White Musk, Vanilla, Sandalwood, Cedar and Patchouli;aromatic, warm spicy, woody, fresh spicy, powdery;3.74;103.0
Armaf;Private Key To My Love;Statement;unisex;Passionfruit, Peach, Pear and Cassis;White Wood, Amberwood and Lily of the Valley;Musk, Sandalwood, Vanilla and Patchouli;fruity, woody, sweet, fresh, tropical;3.68;22.0
Armaf;Private Key To My Life;Wildcard;unisex;Pink Pepper, Grapefruit, Melon, Lime, Tangerine, Orange, Black Pepper, Bergamot, Lemon, Plum and Pineapple;Rose, Lily of the Valley, White Flowers, Jasmine, Freesia, Magnolia and Geranium;White Musk, Woodsy Notes, Leather, Amber and Patchouli;citrus, fresh spicy, white floral, floral, sweet;4.0;39.0
Armaf;Private Key To My Dreams;Wildcard;unisex;Pineapple Leaf, Black Pepper, Pink Pepper and Cardamom;Apple, Lavender, Bourbon Geranium and Orange Blossom;Vanilla Absolute, Leather, Patchouli, Vetiver and Cedarwood;fruity, fresh spicy, aromatic, sweet, warm spicy;3.84;49.0
Armaf;Club De Nuit Intense Woman Perfume Oil;Statement;women;Rose, Saffron and Geranium;Nutmeg, Caraway, Pepper and Violet;Patchouli, Amber, Oud and Vanilla;fresh spicy, rose, warm spicy, patchouli, woody;3.79;33.0
Armaf;Radical Brown;Statement, Wildcard;men;Cinnamon, Pepper and Lemon;Tobacco, Incense, Lavender and Geranium;Amber, Labdanum, Vetiver and Cedar;amber, tobacco, warm spicy, cinnamon, sweet;4.29;329.0
Armaf;Club De Nuit White Imperiale;Safe, Statement;women;Litchi, Bergamot and Nutmeg;Turkish Rose, Vanilla, Musk and Peony;Vanilla, Incense, Cashmeran and Cedar;rose, floral, powdery, musky, vanilla;4.17;822.0
Armaf;Club De Nuit Precieux;Statement;unisex;Pineapple, Pear, Caramel, Lemon, Pink Pepper, Bergamot and Black Pepper;White Wood, oak moss, Jasmine, Anise and Lily of the Valley;Ambroxan, Vanilla, Leather, White Musk, Amber, Patchouli and Cedar;sweet, fruity, amber, musky, citrus;4.61;128.0
Armaf;Club De Nuit Oud;Statement;unisex;Peach, Pear, Passionfruit, Pineapple, Plum and Bergamot;Jasmine, Cashmere Wood, Freesia and Violet Leaves;Musk, Crystal Amber, Vanilla and Cambodian Oud;fruity, sweet, musky, woody, white floral;3.67;124.0
Armaf;Club De Nuit Man;Statement, Wildcard;men;Mandarin Orange, Grapefruit and Mint;Cinnamon, Cloves, Ginger and Pepper;Amber, Spicy Notes, Woody Notes, Patchouli and Leather;warm spicy, citrus, amber, cinnamon, fresh spicy;3.97;509.0
Armaf;Club De Nuit Intense Man Limited Edition Parfum 2024;Statement;men;Pineapple, Black Pepper, Pink Pepper, Lemon, Bergamot and Lime;Rose, Jasmine, Lily-of-the-Valley and Freesia;Ambroxan, White Musk, Leather, Cedar, Patchouli and Ambergris;citrus, sweet, fresh spicy, musky, fruity;3.78;36.0
Armaf;Bucephalus XI;Statement;unisex;Black Currant, Pineapple and Bergamot;Myrrh, Jasmine and Rose;Vanilla, Amber, Oakmoss and Musk;amber, fruity, vanilla, sweet, powdery;3.99;103.0
Armaf;Bucephalus X;Wildcard;unisex;Bergamot, Grapefruit, Ginger and Pepper;Apple, Geranium, Cinnamon, Leather and Lavender;Vetiver, Labdanum, Patchouli and Myrhh;fresh spicy, citrus, aromatic, warm spicy, woody;4.18;34.0
Armaf;Bucephalus IX;Statement;unisex;Mandarin Orange, Bergamot and Grapefruit;Black Pepper, Watery Notes and Violet Leaf;Patchouli, Tonka Bean and Musk;citrus, patchouli, fresh spicy, warm spicy, woody;3.74;35.0
Armaf;Bois Nuit;Statement, Wildcard;men;Grapefruit, Mint, Pink Pepper and Bergamot;Cinnamon, Ginger, Lavender and Nutmeg;Vanilla, Patchouli, Amber, Cedar and Vetiver;warm spicy, citrus, fresh spicy, vanilla, cinnamon;3.98;93.0
Armaf;Bois Luxura;Statement;men;Green Notes, Lavender, Basil and Sage;Violet, Iris and Mimosa;Cedar, Vetiver, Amber and Patchouli;aromatic, green, powdery, woody, violet;3.92;62.0
Armaf;Beau Acute;Statement, Wildcard;men;Bergamot, Petitgrain, Orange and Lemon;Jasmine, Lavender, Rose, Sage and Rosemary;Musk, Vetiver, Cedar and Sandalwood;aromatic, citrus, woody, fresh spicy, musky;4.12;96.0
Armaf;White Diamond;Statement, Wildcard;men;Cardamom, Mandarin Orange and Grapefruit;Ylang-Ylang, Tuberose, Cedar and Coriander;Cedar, Vetiver and Sandalwood;woody, aromatic, citrus, warm spicy, yellow floral;4.16;110.0
Armaf;Sapphire;Statement;unisex;Grapefruit, Mint, Pink Pepper and Ginger;Watery Notes, Violet Leaves and Woody Notes;Ambergris, Amber, Guaiac Wood and Cedar;aquatic, amber, woody, green, citrus;3.99;110.0
Armaf;Red Ruby;Statement;women;Mandarin Orange, Bergamot and Lily-of-the-Valley;Litchi and Tuberose;Vanilla, Musk and Sandalwood;citrus, vanilla, fruity, powdery, tropical;4.02;141.0
Armaf;Purple Amethyst;Statement;women;Litchi, Rose and Lemon;Rose, Magnolia, Iris and Orange Blossom;Musk, Patchouli and Amber;floral, citrus, powdery, musky, rose;3.86;72.0
Armaf;Pink Coral;Safe, Statement, Wildcard;women;Orange and Bergamot;Rose and Jasmine;Patchouli, Vanilla, Musk and Vetiver;citrus, patchouli, woody, vanilla, earthy;4.08;192.0
Armaf;Q Intense Eau De Parfum;Wildcard;men;Bergamot, Fig, Pimento, Rosemary and Sage;Mint, Basil, Lavender and Patchouli;Tonka Bean, Sandalwood and Vanilla;aromatic, fresh spicy, green, warm spicy, woody;3.95;21.0
Armaf;Craze Noir;Wildcard;men;Bergamot, Heliotrope and Cumin;Lavender, Almond, Jasmine and Sage;Vanilla, Sandalwood and Amber;lavender, powdery, vanilla, fresh spicy, citrus;3.81;31.0
Armaf;Opus Homme;Wildcard;men;Lemon, Apple, Orange and Neroli;Lavender, Cardamom, Nutmeg and Rosemary;Vanilla, Tonka Bean, Patchouli and Vetiver;aromatic, vanilla, citrus, fresh spicy, warm spicy;3.84;49.0
Armaf;Hunter;Statement;women;Jasmine and Green Almond;Licorice, Praline and Gardenia;Sandalwood, Tonka Bean, Patchouli and Musk;sweet, white floral, woody, almond, nutty;3.81;63.0
Armaf;Hunter Intense;Safe, Statement, Wildcard;men;Bergamot, Pomelo, Mandarin Orange and Lemon;Lavender, Ylang Ylang, Tuberose and Geranium;Black Pepper and Cardamom;citrus, fresh spicy, aromatic, warm spicy, lavender;4.28;888.0
Armaf;Hunter Killer Man;Statement, Wildcard;men;Pepper, Green Apple, Incense, Nutmeg, Cinnamon and Saffron;Lavender, Patchouli and Jasmine;Tobacco, Guaiac Wood, Vetiver, Vanilla and Amber;fresh spicy, warm spicy, amber, woody, smoky;4.41;69.0
Armaf;Hunter Men;Safe, Statement, Wildcard;men;Grapefruit, Cedar Needles, Rosemary and Cardamom;Ylang-Ylang, Tuberose and Olibanum;Cedar, Sandalwood and Vetiver;woody, aromatic, yellow floral, citrus, fresh spicy;4.04;326.0
Armaf;Idiva Noir;Wildcard;women;Pink Pepper, Mimosa and Mandarin Orange;Rose and Geranium;Sandalwood, Patchouli, Tonka Bean and Vanilla;rose, woody, vanilla, powdery, warm spicy;3.84;45.0
Armaf;Idivo;Wildcard;men;Cassis, Black Currant and Bergamot;Pepper, Rose, Patchouli and Jasmine;Amber, Musk and Vanilla;fruity, fresh spicy, aromatic, soft spicy, woody;3.85;41.0
Armaf;Le Parfait Pour Femme;Statement;women;Jasmine, Neroli and Mandarin Orange;Honeysuckle, Tuberose and Lily-of-the-Valley;Amber, Musk and Patchouli;white floral, citrus, amber, musky, fresh;3.84;127.0
Armaf;Italiano Donna;Safe;women;Mandarin Orange and Orange Blossom;Lily, Jasmine and Carnation;Tonka Bean, Vanilla, Sandalwood and Musk;white floral, vanilla, citrus, sweet, powdery;4.09;262.0
Armaf;Italiano Uomo;Statement;men;Violet, Basil and Bergamot;Licorice, Pepper, Lavender and Sage;Labdanum, Amber, Musk and Patchouli;fresh spicy, aromatic, powdery, soft spicy, amber;3.74;86.0
Armaf;Italiano Vivo;Statement;women;Raspberry, Rose and Geranium;Peony, Black Currant, Pink Pepper and Jasmine;Musk, Cedar and Vanilla;fruity, rose, floral, sweet, woody;4.03;113.0
Armaf;Just For You Pour Femme;Statement;women;Orange Blossom and Bergamot;Musk, Osmanthus and Orange;Amber, Vanilla and Patchouli;citrus, white floral, floral, musky, powdery;3.74;38.0
Armaf;Just For You Pour Homme;Statement, Wildcard;men;Pink Pepper, Bergamot and Mandarin Orange;Nutmeg, Birch and Cedar;Olibanum and Leather;fresh spicy, citrus, leather, amber, woody;4.12;124.0
Armaf;Katarina Light Blue;Statement;women;Mandarin Orange, Orange and Bergamot;Heliotrope, Tuberose and Jasmine;Cashmeran and Vanilla;powdery, vanilla, citrus, white floral, woody;4.44;89.0
Armaf;Paraty Men;Wildcard;men;Passionfruit, Lemon, Mint and Black Pepper;Cinnamon, Cloves and Ginger;Amber, Spicy Notes, Woody Notes and Leather;warm spicy, tropical, amber, fresh spicy, fresh;3.92;24.0
Armaf;Italiano Nero;Safe, Statement, Wildcard;men;Bergamot and Lemon;Lavender and Cypress;Amber and Patchouli;citrus, aromatic, woody, amber, fresh spicy;4.2;155.0
Armaf;Le Parfait Pour Homme;Safe;men;Black Currant, Pineapple, Lemon and Bergamot;Spicy Notes, Jasmine and Rose;Ambergris, Musk, Vanilla and Patchouli;fruity, citrus, sweet, amber, musky;4.08;632.0
Armaf;Edition One;Statement;women;Neroli, Jasmine, Bitter Orange and Raspberry;Jasmine, Gardenia, Tuberose and Rose;Honey, Amber and Patchouli;white floral, citrus, honey, sweet, tuberose;4.06;124.0
Armaf;Legesi Homme;Safe, Statement, Wildcard;men;Lavender, Rosemary and Petitgrain;Sage, Jasmine, Galbanum and Rose;Cedar, Sandalwood, Musk and Oakmoss;aromatic, woody, lavender, fresh spicy, herbal;4.33;514.0
Armaf;Opus Femme;Statement;women;Pink Pepper, Black Currant, Pear and Plum;Jasmine, Rose, Patchouli and Iris;Vanilla, Praline, Benzoin and Tonka Bean;sweet, vanilla, amber, rose, white floral;3.91;34.0
Armaf;Odyssey Homme;Safe, Statement, Wildcard;men;Vanilla and Amber;Oriental notes, Spices and Iris;Vanilla, Leather and Jasmine;amber, vanilla, warm spicy, powdery, iris;4.26;760.0
Armaf;Odyssey Homme White Edition;Safe;men;Pink Pepper, Grapefruit and Yuzu;Violet Leaf and Sea Notes;Amber, Amberwood and Guaiac Wood;amber, woody, citrus, ozonic, aquatic;4.38;348.0
Armaf;Odyssey Tyrant Special Edition;Statement, Wildcard;men;Grapefruit and Citruses;Geranium, elemi, Lavender and Pepper;Ambroxan, Cedar, Vetiver and Woody Notes;citrus, fresh spicy, aromatic, amber, woody;4.24;67.0
Armaf;Odyssey Mandarin Sky;Safe;men;Mandarin Orange, Orange, Saffron and Sage;Caramel, Tonka Bean and Tagetes;Ambroxan, Vetiver and Cedar;citrus, caramel, sweet, aromatic, amber;4.4;420.0
Armaf;Odyssey Mega Man;Safe, Statement, Wildcard;men;Orange, Bergamot, Ginger, Lemon and Mint;Pineapple, Geranium, Juniper and Sage;Tonka Bean, Cedar, Musk and Vetiver;citrus, aromatic, fresh spicy, sweet, woody;4.17;191.0
Armaf;Legesi Femme;Statement;women;Peach, Lemon, Litchi and Bergamot;Cinnamon, Apple, Jasmine and Lily-of-the-Valley;Cedar, Sandalwood and Musk;woody, fruity, powdery, warm spicy, cinnamon;3.62;50.0
Armaf;Odyssey Aqua Edition;Statement, Wildcard;men;Orange, Grapefruit and Artemisia;Mint and Lavender;Ambroxan, Patchouli and Cypress;citrus, aromatic, fresh spicy, green, amber;4.48;121.0
Armaf;Momento Fleur;Statement;women;Magnolia, Peach, Neroli, Melon and Mandarin Orange;Jasmine, Narcissus, Tuberose and Lily;White Flowers, Musk, Blackberry and Vanilla;white floral, fruity, floral, musky, citrus;3.5;22.0
Armaf;Chic;Statement;women;Tangerine, Raspberry, Pear, Strawberry, Bergamot, Calone and Orange;Peony, Jasmine and Orange Blossom;Cedar, Patchouli, Musk, Vanilla, Ambroxan and Moss;fruity, citrus, sweet, fresh, woody;3.72;25.0
Armaf;Mignon Black;Statement;women;Bergamot, Pear and Lemon;Jasmine, Lily, Neroli, Honeysuckle and Rose;Sandalwood, Vanilla and Musk;white floral, powdery, citrus, woody, vanilla;4.2;44.0
Armaf;Marjan Silver;Wildcard;men;Grapefruit, Bergamot and Pink Pepper;Lemon, Mint, Ginger and Nutmeg;Sandalwood, Cedar, Patchouli and Vetiver;citrus, aromatic, fresh spicy, woody;4.31;32.0
Armaf;Magnificent Pour Homme;Statement;men;Grapefruit, Bergamot and Galbanum;Apple, Spices and Ginger;Vanilla, Suede, Woody Notes, Musk, Cedar and Patchouli;woody, vanilla, citrus, powdery, musky;3.85;72.0
Armaf;Magnificent Pour Femme;Wildcard;women;Raspberry, Black Currant and Pink Pepper;Rose and Geranium;Patchouli and Musk;fruity, rose, sweet, woody, patchouli;4.0;39.0
Armaf;Magnificent Blue Pour Homme;Wildcard;men;Grapefruit, Bergamot and Pepper;Sichuan Pepper, Patchouli, Pink Pepper, Lavender, elemi and Geranium;Cedar, Amber and Vetiver;fresh spicy, citrus, aromatic, woody, warm spicy;3.83;42.0
Armaf;Odyssey Aoud;Wildcard;men;Lavender, Saffron and Nutmeg;Oud and Woody Notes;Patchouli, Ambroxan and Musk;woody, musky, oud, warm spicy, fresh spicy;4.19;42.0
Arpels;Reve Enchante Van Cleef &;Statement;women;Pear, Clementine and Neroli;Jasmine and Peach Blossom;;fruity, citrus, floral, sweet, white floral;3.69;49.0
Arpels;Rãªve Elixir Van Cleef &;Statement;women;Pear, Peach Blossom and Neroli;Frangipani, Osmanthus, Lily and Iris Flower;Cedar, Sandalwood and White Amber;floral, fruity, woody, fresh, white floral;3.75;204.0
Arpels;Les Saisons Printemps Van Cleef &;Statement;women;;;;citrus, aldehydic, musky, fresh, aromatic;4.08;86.0
Arpels;Aqua Oriens Van Cleef &;Safe, Statement;women;Pear and Lime;Orange Blossom, Osmanthus and Honeysuckle;Musk and Amber;fruity, citrus, white floral, sweet, floral;4.0;238.0
Arpels;Murmure Ylang Ylang De Madagascar Van Cleef &;Statement;women;Freesia and Mandarin Orange;White Flowers, Jasmine and Madagascar Ylang-Ylang;Cedar, Brazilian Rosewood and Vanilla;white floral, woody, floral, yellow floral, sweet;4.3;46.0
Arpels;Murmure Van Cleef &;Statement;women;Freesia, Mandarin Orange and White Rose;Jasmine, Lily, Orange Blossom, Tuberose and Cinnamon;Brazilian Rosewood, Cedar and Vanilla;white floral, floral, woody, citrus;3.63;474.0
Arpels;Les Saisons Hiver Van Cleef &;Statement, Wildcard;women;;;;citrus, fresh spicy, warm spicy, musky, aromatic;3.98;148.0
Arpels;Les Saisons Ãtã© Van Cleef &;Statement;women;;;;fresh, fruity, white floral, green, aldehydic;3.76;99.0
Arpels;Reve Van Cleef &;Statement;women;Pear and Neroli;Peony, Lily and Osmanthus;Sandalwood and Amber;floral, fresh, fruity, white floral, sweet;3.77;772.0
Arpels;Eau Du Tsar Van Cleef &;Statement, Wildcard;men;;;;woody, aromatic, warm spicy, citrus, earthy;4.04;73.0
Arpels;Cologne Noire Van Cleef &;Statement, Wildcard;unisex;;;;citrus, warm spicy, fresh spicy, woody, aromatic;3.99;270.0
Arpels;Encens Precieux Van Cleef &;Statement, Wildcard;unisex;;;;amber, warm spicy, smoky, balsamic, sweet;4.21;42.0
Arpels;Les Saisons Automne Van Cleef &;Safe, Statement, Wildcard;women;;;;woody, fruity, warm spicy, white floral, powdery;4.04;213.0
Arpels;Bois D'amande Van Cleef &;Safe, Statement;unisex;Almond and Lemon;;Vanilla and Musk;almond, vanilla, woody, powdery, nutty;4.1;877.0
Arpels;Zanzibar Van Cleef &;Safe, Statement, Wildcard;men;Cardamom, Citron and Coriander;Ginger, Pepper and Cloves;Sandalwood, Vetiver and Ambrette (Musk Mallow);warm spicy, aromatic, woody, fresh spicy;4.29;252.0
Arpels;Miss Arpels Van Cleef &;Statement;women;Green Notes, Basil, Melon, Peach and Lemon;Peony, Freesia, Lily, Magnolia and Jasmine;Oakmoss, Musk, Sandalwood and Vanilla;floral, green, white floral, fresh, citrus;3.92;225.0
Arpels;Midnight In Paris Eau De Parfum Van Cleef &;Statement, Wildcard;men;Leather, Mate, Rosemary, Bergamot and Lemon;Tea and Lily-of-the-Valley;Tonka Bean, Incense, Benzoin, Almond and Amber;amber, leather, vanilla, smoky, warm spicy;4.47;845.0
Arpels;In New York Van Cleef &;Safe, Statement;men;Italian Lemon, Sea Notes and Mandarin Orange;Lavender, Clary Sage, Musk and Woody Notes;Tonka Bean and Amber;aromatic, citrus, marine, lavender, amber;4.04;265.0
Arpels;Gem Eau De Toilette Van Cleef &;Safe, Statement, Wildcard;women;Plum, Peach, Brazilian Rosewood, Cardamom, Coriander, Cypress and Myrtle;Ylang-Ylang, Carnation, Jasmine, Tuberose, Cloves, Rose, Iris and Orris Root;Civet, Oakmoss, Amber, Patchouli, Vanilla and Vetiver;woody, warm spicy, aromatic, fruity, sweet;4.32;548.0
Arpels;First Parfum Van Cleef &;Safe, Statement;women;Aldehydes, Bergamot, Black Currant, Peach and Raspberry;Hyacinth, Turkish Rose, Carnation, Ylang-Ylang, Jasmine, Tuberose, Orchid and Orris Root;Civet, Honey, Moss, Sandalwood, Amber, Musk, Vetiver, Vanilla and Tonka Bean;floral, powdery, woody, sweet, musky;4.21;280.0
Arpels;Birmane Van Cleef &;Safe, Statement;women;Pineapple, Brazilian Rosewood, Bergamot and Lemon;Heliotrope, Orchid and Rose;Tonka Bean, Sandalwood, Vanilla and Musk;sweet, vanilla, powdery, woody, fruity;4.07;515.0
Arpels;Lys Carmin Van Cleef &;Safe, Statement;women;;;;white floral, powdery, soft spicy, woody, yellow floral;4.15;402.0
Arpels;Un Air De First Van Cleef &;Safe, Statement;women;Aldehydes, Galbanum, Currant buds and Mandarin Orange;Jasmine, Lily-of-the-Valley, Rose and White Peach;White Musk, Vetiver, Amber and Vanilla;white floral, green, fresh, aldehydic, aromatic;4.17;461.0
Arpels;First Edition Blanche Van Cleef &;Statement;women;Aldehydes, Bergamot, Cassis and Mandarin Orange;Jasmine and White Rose;White Musk and Vanilla;citrus, aldehydic, white floral, musky, rose;4.32;103.0
Arpels;First Rosã©e D'or Van Cleef &;Statement;women;Aldehydes and Bergamot;White Rose, Jasmine and Ylang-Ylang;Musk, White Woods and Vanilla;musky, rose, woody, aldehydic, powdery;4.32;28.0
Arpels;Muguet Blanc Van Cleef &;Safe, Statement;women;;;;white floral, fresh, green, floral, rose;4.13;291.0
Arpels;Orchid Leather Van Cleef &;Safe, Statement, Wildcard;unisex;;;;amber, fruity, vanilla, warm spicy, sweet;4.16;555.0
